WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
2.51	3.07	2.67	0.7	1.18	2.72	0.269	0.264
2.49	3.53	5.72	0.47	1.39	3.55	0.264	0.229
2.46	3.09	2.81	0.42	1.22	3.98	0.289	0.277
2.45	3.4	4.41	0.31	1.36	3.46	0.312	0.278
2.33	2.7	4.77	0.93	1.37	4.48	0.285	0.266
2.28	2.33	4.55	0.91	1.33	3.51	0.268	0.254
2.28	2.33	4.55	0.91	1.33	3.51	0.268	0.254
2.28	2.33	4.55	0.91	1.33	3.51	0.268	0.254
2.23	3.27	4.47	0.69	1.43	3.82	0.318	0.293
2.19	3.12	5.65	0.75	1.33	3.78	0.247	0.222
2.05	3.31	2.46	0.37	1.33	3.5	0.309	0.297
2.04	2.37	6.47	0.91	1.3	3.81	0.276	0.243
1.95	3.49	4.4	0.3	1.33	3.05	0.308	0.274
1.92	4.93	3.61	0.2	1.52	3.88	0.223	0.203
1.87	4.45	5.93	0.3	1.42	3.98	0.351	0.297
1.77	2.54	6.16	0.83	1.15	3.07	0.309	0.273
1.75	3.99	6.09	0.68	1.51	3.21	0.269	0.239
1.64	2.78	4.46	0.7	1.24	4.13	0.282	0.262
1.64	2.78	4.46	0.7	1.24	4.13	0.282	0.262
1.64	2.78	4.46	0.7	1.24	4.13	0.282	0.262
1.62	3.57	4.42	0.62	1.38	4.22	0.266	0.247
1.51	4.45	2.45	0.5	1.34	3.79	0.26	0.253
1.37	3.95	5.07	0.67	1.53	5.49	0.262	0.236
1.34	5.12	7.82	0.65	1.32	4.67	0.257	0.21
1.28	5.35	4.09	0.26	1.19	2.82	0.294	0.266
1.25	5.14	3.94	0.4	1.41	4.23	0.281	0.259
1.25	2.62	3.63	0.91	1.56	3.88	0.22	0.218
1.2	1.99	2.85	1.0	1.25	3.32	0.243	0.247
1.14	3.39	8.42	0.87	1.17	4.21	0.283	0.232
1.1	2.71	2.84	0.74	1.38	3.77	0.3	0.291
1.1	2.71	2.84	0.74	1.38	3.77	0.3	0.291
1.1	2.71	2.84	0.74	1.38	3.77	0.3	0.291
1.1	3.71	7.65	0.81	1.34	2.67	0.27	0.227
1.09	4.17	5.27	0.66	1.51	5.08	0.346	0.307
1.06	3.32	4.78	0.83	1.37	4.25	0.355	0.326
1.06	3.69	4.57	0.87	1.34	6.07	0.31	0.289
1.06	3.26	4.97	0.77	1.25	3.51	0.249	0.232
0.94	3.17	3.62	0.75	1.02	2.19	0.243	0.238
0.93	5.18	4.31	0.43	1.2	3.58	0.248	0.225
0.91	4.47	3.31	0.63	1.54	4.12	0.255	0.246
0.88	3.46	7.79	1.04	1.77	4.87	0.304	0.258
0.84	1.52	7.33	1.36	1.48	5.69	0.272	0.244
0.84	1.52	7.33	1.36	1.48	5.69	0.272	0.244
0.84	1.52	7.33	1.36	1.48	5.69	0.272	0.244
0.72	4.17	5.9	1.22	1.33	4.33	0.254	0.238
0.71	2.37	5.04	1.48	1.43	4.45	0.35	0.331
0.7	4.08	4.55	0.79	1.38	4.61	0.289	0.269
0.65	4.18	3.97	1.21	1.79	5.3	0.261	0.257
0.63	5.09	6.79	0.92	1.43	5.23	0.254	0.224
0.63	2.73	4.28	1.04	1.54	3.72	0.313	0.297
0.6	4.39	4.39	0.78	1.41	4.57	0.267	0.25
0.54	4.62	4.35	0.73	1.54	6.23	0.301	0.28
0.53	2.37	2.72	1.07	1.81	3.11	0.291	0.296
0.48	3.04	3.55	1.26	1.67	4.99	0.253	0.258
0.48	3.04	3.55	1.26	1.67	4.99	0.253	0.258
0.48	3.04	3.55	1.26	1.67	4.99	0.253	0.258
0.45	3.94	3.8	1.61	1.68	4.04	0.191	0.209
0.44	3.59	7.76	1.44	1.18	4.85	0.386	0.331
0.43	3.14	2.27	1.05	1.66	1.98	0.36	0.36
0.4	6.17	7.44	1.06	1.82	6.45	0.299	0.262
0.38	6.16	4.9	0.95	1.43	4.49	0.284	0.267
0.38	3.75	4.19	0.88	1.34	3.06	0.314	0.296
0.35	6.69	5.02	0.96	1.56	4.58	0.372	0.342
0.33	3.65	2.92	1.46	1.6	5.38	0.328	0.328
0.27	3.53	7.89	1.66	1.65	3.78	0.308	0.273
0.23	10.86	6.96	0.28	1.6	5.56	0.262	0.209
0.23	10.86	6.96	0.28	1.6	5.56	0.262	0.209
0.23	10.86	6.96	0.28	1.6	5.56	0.262	0.209
0.2	4.11	3.4	1.29	1.62	4.33	0.335	0.33
0.17	3.55	6.75	1.42	1.65	5.58	0.306	0.274
0.16	3.71	8.04	1.65	1.7	4.98	0.336	0.296
0.16	3.72	6.36	1.47	1.45	7.01	0.317	0.296
0.14	5.12	1.86	0.93	1.71	4.06	0.275	0.286
0.1	4.83	2.0	1.33	1.6	7.62	0.284	0.297
0.09	4.17	4.17	1.23	1.53	3.67	0.277	0.271
0.06	2.82	4.6	1.56	1.42	5.32	0.307	0.299
0.05	4.99	2.29	1.45	2.12	5.1	0.362	0.368
0.01	4.22	2.96	1.6	1.5	5.62	0.279	0.293
5.01	1.15	8.55	0.52	1.19	3.84	0.266	0.209
4.7	2.79	6.3	0.36	1.19	3.42	0.255	0.213
4.17	2.95	8.71	0.37	1.13	2.87	0.307	0.238
4.05	2.96	9.0	0.54	1.17	2.74	0.277	0.212
4.02	2.89	7.01	0.21	1.1	3.42	0.213	0.174
3.78	3.46	7.64	0.27	1.53	3.82	0.264	0.208
3.62	3.08	7.52	0.37	0.94	2.85	0.295	0.24
3.61	4.65	9.05	0.32	1.24	3.18	0.27	0.202
3.54	2.72	6.62	0.34	1.22	2.89	0.271	0.227
3.34	1.5	9.21	0.86	1.31	3.85	0.287	0.23
3.34	1.5	9.21	0.86	1.31	3.85	0.287	0.23
3.34	1.5	9.21	0.86	1.31	3.85	0.287	0.23
3.33	2.6	5.49	0.43	1.4	4.32	0.267	0.234
3.29	3.82	10.32	1.06	1.41	3.79	0.284	0.217
3.12	2.39	6.2	0.48	0.88	2.52	0.263	0.226
2.98	3.2	8.8	0.6	1.09	2.84	0.256	0.203
2.89	2.32	6.13	0.5	1.05	2.72	0.272	0.235
2.87	4.1	6.39	0.24	1.46	3.68	0.308	0.255
2.82	3.0	7.25	0.75	1.36	3.77	0.314	0.262
2.43	4.11	6.69	0.41	1.46	5.26	0.322	0.268
2.31	4.25	6.75	0.56	1.59	4.8	0.284	0.24
2.12	5.0	7.98	0.63	1.33	4.19	0.29	0.234
2.12	5.0	7.98	0.63	1.33	4.19	0.29	0.234
2.12	5.0	7.98	0.63	1.33	4.19	0.29	0.234
2.06	2.42	4.34	0.56	1.43	4.69	0.354	0.322
2.03	3.28	6.76	0.63	1.14	3.25	0.266	0.227
2.0	3.11	6.48	0.97	1.32	3.63	0.285	0.253
1.97	3.28	6.68	0.92	1.46	4.49	0.288	0.252
1.88	3.82	9.0	1.02	1.16	4.17	0.288	0.234
1.83	3.36	5.52	0.72	1.41	3.55	0.328	0.296
1.62	4.04	6.91	1.04	1.33	3.87	0.224	0.201
1.52	3.03	5.26	0.81	1.31	3.87	0.286	0.261
1.46	3.77	4.57	0.4	1.13	3.19	0.289	0.261
1.46	2.98	6.4	1.14	1.17	4.26	0.25	0.228
1.46	2.98	6.4	1.14	1.17	4.26	0.25	0.228
1.46	2.98	6.4	1.14	1.17	4.26	0.25	0.228
1.27	2.83	6.68	1.08	1.43	4.84	0.315	0.279
1.25	2.88	4.32	0.96	1.36	4.37	0.294	0.277
1.24	4.42	4.13	0.78	1.12	3.48	0.286	0.269
1.14	1.92	2.49	1.13	1.52	3.95	0.309	0.312
0.99	4.5	6.41	0.96	1.09	3.46	0.367	0.319
0.98	3.96	5.41	1.11	1.37	4.23	0.274	0.256
0.98	5.19	5.54	1.04	1.05	3.21	0.277	0.257
0.96	4.53	7.14	1.12	1.4	4.95	0.326	0.282
0.82	4.43	4.64	0.84	1.44	4.97	0.269	0.253
0.73	1.64	6.06	1.8	1.46	4.59	0.389	0.358
0.73	1.64	6.06	1.8	1.46	4.59	0.389	0.358
0.73	1.64	6.06	1.8	1.46	4.59	0.389	0.358
0.57	3.13	4.45	1.4	1.65	5.49	0.283	0.276
0.53	4.44	5.47	1.03	1.76	4.64	0.28	0.256
0.51	2.8	5.86	1.27	1.39	5.42	0.3	0.282
0.38	1.83	6.05	1.83	1.48	5.68	0.299	0.286
0.33	3.86	3.09	1.03	1.39	4.98	0.328	0.322
0.33	4.99	6.1	1.23	1.63	5.77	0.269	0.249
0.32	7.03	6.61	1.13	1.74	5.25	0.302	0.27
0.29	3.86	4.79	1.46	1.34	5.0	0.322	0.313
0.2	3.97	3.4	1.13	1.54	5.69	0.25	0.257
0.15	4.5	3.38	1.13	1.18	6.12	0.291	0.286
0.15	4.5	3.38	1.13	1.18	6.12	0.291	0.286
0.15	4.5	3.38	1.13	1.18	6.12	0.291	0.286
0.13	5.27	4.26	1.01	1.71	6.04	0.336	0.319
0.11	3.22	3.38	1.38	1.58	4.72	0.281	0.287
0.1	3.0	5.03	1.74	1.56	6.14	0.308	0.303
0.08	6.26	5.72	1.07	1.7	5.39	0.273	0.253
0.03	6.34	6.34	1.65	1.84	5.31	0.281	0.264
-0.09	3.22	6.44	2.23	1.5	6.39	0.212	0.227
-0.23	4.75	4.1	1.3	1.86	5.6	0.278	0.274
-0.36	3.75	4.95	2.1	1.95	7.51	0.263	0.274
-0.61	4.39	2.36	2.36	1.78	4.87	0.337	0.361
6.48	2.42	9.1	0.28	1.18	4.55	0.289	0.213
5.95	2.09	8.06	0.31	1.32	4.25	0.292	0.233
5.88	4.03	10.21	0.4	1.24	3.71	0.247	0.175
5.69	3.38	9.04	0.12	1.34	4.75	0.356	0.265
4.58	4.25	8.2	0.37	1.18	3.89	0.26	0.204
4.14	1.89	5.62	0.31	1.27	4.77	0.321	0.279
4.11	3.92	6.75	0.22	1.2	3.38	0.229	0.189
3.87	3.01	8.58	0.69	1.22	4.27	0.298	0.238
3.69	4.56	8.49	0.38	1.31	4.7	0.313	0.243
3.66	2.86	5.52	0.29	1.31	3.42	0.295	0.256
3.66	2.86	5.52	0.29	1.31	3.42	0.295	0.256
3.66	2.86	5.52	0.29	1.31	3.42	0.295	0.256
3.52	4.98	7.28	0.19	1.4	4.77	0.314	0.256
3.3	2.33	7.98	0.74	1.22	3.67	0.295	0.243
3.28	4.06	6.64	0.55	1.43	5.13	0.327	0.276
3.24	3.72	7.82	0.6	1.09	2.69	0.364	0.298
3.06	1.84	7.07	1.03	1.55	4.66	0.294	0.257
3.01	4.76	4.48	0.14	1.01	2.29	0.286	0.251
2.94	4.1	5.03	0.37	1.26	4.23	0.248	0.22
2.82	2.47	6.18	0.88	1.42	4.38	0.278	0.25
2.42	5.88	7.58	0.34	1.35	2.87	0.292	0.233
2.4	4.14	9.24	0.73	1.05	2.85	0.337	0.267
2.4	4.14	9.24	0.73	1.05	2.85	0.337	0.267
2.4	4.14	9.24	0.73	1.05	2.85	0.337	0.267
2.24	3.68	4.63	0.57	1.45	4.59	0.278	0.251
2.17	3.27	6.55	0.55	1.15	3.74	0.391	0.331
2.09	2.62	7.14	1.01	1.52	4.56	0.294	0.257
2.08	2.7	6.83	0.67	1.39	3.7	0.316	0.268
2.0	2.86	6.37	0.9	1.23	4.7	0.272	0.241
1.98	4.59	6.67	0.6	1.45	3.94	0.293	0.248
1.92	2.9	5.32	1.02	1.11	4.82	0.333	0.304
1.88	3.68	7.36	1.23	1.53	4.44	0.298	0.261
1.87	2.16	4.86	1.08	1.6	3.88	0.39	0.362
1.74	3.13	6.03	0.96	1.31	4.91	0.336	0.298
1.74	3.13	6.03	0.96	1.31	4.91	0.336	0.298
1.74	3.13	6.03	0.96	1.31	4.91	0.336	0.298
1.73	6.43	11.89	0.96	1.48	4.1	0.403	0.288
1.62	2.23	7.71	1.2	1.35	4.83	0.29	0.25
1.62	4.76	8.15	1.1	1.32	4.62	0.318	0.267
1.6	3.97	4.65	0.55	1.33	4.22	0.299	0.27
1.56	3.04	6.49	0.79	1.45	3.84	0.298	0.262
1.55	3.68	7.57	0.82	1.61	5.16	0.336	0.284
1.42	6.25	7.28	0.63	1.5	4.13	0.285	0.238
1.37	4.21	6.53	0.44	1.11	3.54	0.302	0.255
1.11	3.51	7.56	0.81	1.64	6.06	0.267	0.226
1.1	2.69	7.62	1.12	1.24	4.79	0.307	0.263
1.1	2.69	7.62	1.12	1.24	4.79	0.307	0.263
1.1	2.69	7.62	1.12	1.24	4.79	0.307	0.263
1.08	6.0	8.18	0.82	1.24	4.04	0.364	0.296
1.07	3.46	6.56	0.85	1.2	4.09	0.292	0.255
1.06	1.98	4.13	0.7	1.44	4.66	0.292	0.274
1.05	2.49	7.16	1.02	1.13	4.99	0.33	0.286
0.99	3.0	6.14	1.23	1.5	5.13	0.268	0.248
0.86	2.79	4.97	1.24	1.51	3.73	0.3	0.282
0.83	2.57	8.0	1.29	1.53	5.34	0.256	0.225
0.81	3.85	10.09	1.46	1.67	4.22	0.303	0.245
0.74	2.79	8.47	1.4	1.49	4.49	0.299	0.256
0.61	2.14	6.93	1.35	1.63	5.13	0.334	0.297
0.61	2.14	6.93	1.35	1.63	5.13	0.334	0.297
0.61	2.14	6.93	1.35	1.63	5.13	0.334	0.297
0.55	4.45	8.77	1.39	1.57	6.48	0.207	0.186
0.37	6.35	6.35	0.64	1.82	5.58	0.389	0.33
0.36	3.25	7.13	1.13	1.76	5.83	0.336	0.292
0.32	2.59	5.68	1.07	1.38	4.81	0.314	0.286
0.32	5.21	5.77	1.12	1.44	5.29	0.302	0.279
0.31	3.93	7.65	1.17	1.74	4.49	0.349	0.297
0.27	5.46	6.75	0.64	1.92	6.08	0.354	0.301
0.25	4.5	7.41	1.32	1.8	5.98	0.294	0.26
0.21	2.59	5.05	1.09	2.01	5.02	0.329	0.306
0.19	5.59	7.45	0.93	1.43	4.97	0.394	0.332
0.19	5.59	7.45	0.93	1.43	4.97	0.394	0.332
0.19	5.59	7.45	0.93	1.43	4.97	0.394	0.332
0.18	3.87	5.29	1.5	1.71	5.26	0.341	0.325
0.17	7.15	6.62	0.53	1.4	4.45	0.306	0.263
0.16	3.38	6.59	1.61	1.75	5.57	0.419	0.372
0.14	3.78	7.55	1.82	1.92	6.18	0.368	0.332
0.1	3.83	3.31	0.83	1.94	6.62	0.343	0.331
0.07	4.44	4.72	1.57	1.57	6.72	0.343	0.328
0.01	2.76	6.61	1.93	1.86	4.51	0.407	0.379
-0.02	4.21	4.21	1.55	2.04	6.18	0.305	0.301
-0.17	4.22	5.14	1.1	1.5	4.66	0.378	0.346
-0.19	4.96	6.8	1.47	1.99	6.03	0.369	0.328
-0.19	4.96	6.8	1.47	1.99	6.03	0.369	0.328
-0.19	4.96	6.8	1.47	1.99	6.03	0.369	0.328
-0.21	4.53	4.53	1.13	1.57	7.95	0.396	0.372
-0.23	2.62	4.76	2.14	1.85	4.74	0.341	0.341
-0.33	3.62	6.46	2.07	1.69	6.33	0.302	0.29
-0.37	6.48	5.18	0.86	1.71	6.7	0.336	0.307
-0.52	4.88	6.01	2.16	1.77	5.78	0.29	0.288
-0.67	3.14	2.83	1.57	1.99	5.41	0.294	0.304
-1.05	3.07	7.06	3.38	1.98	5.71	0.287	0.3
