205.04	125	아웃
198.65	108.5	아웃
209.3	247.25	아웃
178.77	188	안타
202.91	243.5	아웃
241.96	314.75	아웃
228.47	314.75	아웃
207.17	239	아웃
51.68	113	홈런
246.93	314.75	아웃
232.73	164	안타
288.11	139.25	아웃
207.17	128.75	아웃
139.01	186.5	안타
195.81	253.25	아웃
241.96	314.75	아웃
249.06	86.75	아웃
201.49	244.25	아웃
273.2	291.5	아웃
301.6	108.5	아웃
180.19	197	안타
201.49	234.5	아웃
300.89	193.25	안타
211.43	293	안타
234.15	314.75	아웃
225.63	272	안타
148.95	115.25	안타
161.73000000000002	18.5	홈런
112.03	167	안타
185.87	260	아웃
191.55	258.5	아웃
227.76	314.75	아웃
109.19	161	안타
190.13	257.75	아웃
170.25	182.75	안타
229.18	314.75	아웃
234.86	314.75	아웃
223.5	314.75	아웃
219.24	212.75	안타
194.39	58.25	홈런
298.05	179.75	안타
240.54	314.75	아웃
264.68	229.25	아웃
287.4	127.25	안타
302.31	125.75	아웃
114.87	172.25	안타
97.83	47	홈런
223.5	162.5	안타
229.18	314.75	아웃
257.58000000000004	257.75	아웃
240.54	314.75	아웃
223.5	314.75	아웃
205.04	125.75	안타
207.17	250.25	아웃
245.51	224.75	아웃
244.09	92.75	아웃
339.94	101	안타
304.44	164	안타
292.37	100.25	아웃
212.14	284	아웃
307.28	93.5	안타
194.39	222.5	안타
251.9	123.5	아웃
169.54000000000002	89.75	아웃
241.96	314.75	아웃
330.71	173.75	아웃
322.9	161.75	안타
232.02	128	아웃
232.73	86	안타
224.92	99.5	아웃
178.06	200	아웃
192.97	224	아웃
173.8	24.5	홈런
207.88	253.25	아웃
223.5	314.75	아웃
317.22	147.5	아웃
119.84	174.5	안타
228.47	314.75	아웃
384.67	74	홈런
240.54	314.75	아웃
119.84	146.75	안타
200.07	236.75	아웃
202.91	230	아웃
244.8	216.5	안타
221.37	185.75	안타
205.75	254	아웃
194.39	239	아웃
202.91	242	아웃
222.79	314.75	아웃
188.71	260	아웃
207.17	179	안타
180.9	197.75	안타
246.93	314.75	아웃
131.91	100.25	아웃
276.75	199.25	아웃
292.37	76.25	아웃
313.67	134	아웃
223.5	314.75	아웃
244.09	107	안타
316.51	142.25	아웃
215.69	76.25	안타
359.82	112.25	아웃
242.67	118.25	안타
204.33	220.25	아웃
312.96	131.75	아웃
283.14	188.75	안타
318.64	122	안타
210.72	113	아웃
183.74	251.75	안타
197.23	243.5	아웃
234.15	314.75	아웃
305.86	166.25	아웃
87.18	138.5	안타
229.18	314.75	아웃
235.57	314.75	아웃
241.25	116	안타
273.90999999999997	287	아웃
314.38	132.5	아웃
144.69	178.25	안타
220.66	318.5	아웃
224.92	161.75	안타
327.16	134	아웃
199.36	129.5	아웃
247.64	224.75	아웃
255.45	215	아웃
223.5	314.75	아웃
272.49	293.75	아웃
129.78	188	안타
256.87	220.25	아웃
218.53	122	안타
173.8	254.75	아웃
328.58	188	안타
261.84000000000003	84.5	아웃
321.48	147.5	아웃
217.11	290	아웃
223.5	314.75	아웃
265.39	212.75	아웃
283.14	167	안타
315.09	136.25	아웃
222.79	314.75	아웃
229.18	314.75	아웃
295.21000000000004	158.75	안타
330.71	116	아웃
186.58	117.5	안타
247.64	155	안타
240.54	314.75	아웃
223.5	314.75	아웃
194.39	221.75	아웃
222.08	264.5	안타
223.5	314.75	아웃
229.89	314.75	아웃
303.73	150.5	아웃
222.79	314.75	아웃
215.69	241.25	아웃
209.3	247.25	아웃
344.2	247.25	아웃
152.5	189.5	안타
197.23	224	아웃
228.47	314.75	아웃
180.9	253.25	아웃
192.97	240.5	안타
187.29	239.75	아웃
200.78	88.25	아웃
234.15	314.75	아웃
179.48	240.5	아웃
168.12	148.25	아웃
205.75	249.5	아웃
253.32	140	안타
240.54	314.75	아웃
210.01	143	안타
134.04000000000002	165.5	안타
121.26	157.25	안타
188	76.25	안타
209.3	209.75	아웃
229.89	314.75	아웃
329.29	134	안타
343.49	132.5	아웃
250.48	127.25	안타
293.78999999999996	131	아웃
205.75	239	아웃
234.86	314.75	아웃
185.87	244.25	아웃
161.01999999999998	146.75	아웃
235.57	314.75	아웃
230.6	322.25	아웃
203.62	221	아웃
87.18	69.5	홈런
229.18	314.75	아웃
266.81	126.5	아웃
354.85	147.5	아웃
332.13	113	아웃
234.86	314.75	아웃
176.64	65.75	안타
331.42	134.75	아웃
193.68	217.25	안타
337.81	126.5	아웃
297.34000000000003	146.75	아웃
229.18	314.75	아웃
234.86	314.75	아웃
223.5	314.75	아웃
340.65	183.5	안타
200.07	220.25	아웃
229.89	125	아웃
186.58	209	아웃
253.32	125	안타
190.84	254	아웃
241.25	314.75	아웃
223.5	314.75	아웃
295.21000000000004	172.25	안타
300.89	101.75	안타
200.78	229.25	아웃
223.5	314.75	아웃
190.84	246.5	아웃
203.62	219.5	아웃
241.96	314.75	아웃
114.87	71.75	홈런
223.5	314.75	아웃
197.94	227	아웃
183.03	240.5	아웃
