WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
2.6	1.97	4.5	0.56	1.33	3.43	0.407	0.37
2.56	3.21	3.44	0.38	1.26	3.46	0.289	0.269
2.55	3.34	3.96	0.37	1.36	2.84	0.284	0.261
2.51	2.61	4.14	0.61	1.22	3.54	0.278	0.26
2.5	3.6	5.01	0.77	1.19	3.95	0.304	0.276
2.46	1.82	5.41	1.0	1.4	4.41	0.249	0.233
2.42	4.35	4.03	0.31	1.32	3.15	0.294	0.267
2.42	4.35	4.03	0.31	1.32	3.15	0.294	0.267
2.42	4.35	4.03	0.31	1.32	3.15	0.294	0.267
2.42	3.28	5.51	0.53	1.44	3.91	0.272	0.242
2.3	3.24	6.97	0.7	1.23	3.78	0.277	0.235
2.24	2.65	3.93	0.6	1.43	4.61	0.256	0.241
2.23	2.69	4.49	0.73	1.47	4.45	0.261	0.244
2.08	5.06	5.57	0.4	1.14	3.01	0.244	0.213
2.03	3.36	5.13	0.51	1.27	3.52	0.243	0.217
1.88	4.44	8.2	0.68	1.28	3.34	0.343	0.277
1.87	1.36	5.46	1.09	1.41	3.73	0.339	0.308
1.81	2.23	3.72	0.37	0.98	2.79	0.32	0.298
1.76	4.89	7.21	0.41	1.43	4.24	0.289	0.233
1.76	4.89	7.21	0.41	1.43	4.24	0.289	0.233
1.76	4.89	7.21	0.41	1.43	4.24	0.289	0.233
1.69	2.89	3.58	0.55	0.98	2.97	0.293	0.275
1.61	3.65	6.08	0.61	1.43	3.47	0.304	0.265
1.6	4.03	5.07	0.15	1.34	3.89	0.306	0.269
1.44	3.68	2.26	0.28	1.28	3.45	0.322	0.31
1.44	5.29	5.86	0.29	1.33	4.96	0.266	0.23
1.33	1.04	3.12	0.69	1.67	3.82	0.267	0.263
1.31	2.18	5.41	0.98	1.54	4.93	0.276	0.256
1.28	3.07	5.52	0.82	1.42	3.67	0.311	0.279
1.21	7.05	7.52	0.37	1.33	3.64	0.305	0.246
1.17	4.4	5.02	0.31	1.23	5.4	0.362	0.318
1.17	4.4	5.02	0.31	1.23	5.4	0.362	0.318
1.17	4.4	5.02	0.31	1.23	5.4	0.362	0.318
1.17	4.32	5.0	0.41	1.72	4.0	0.31	0.278
1.16	2.13	8.38	1.18	1.5	4.07	0.315	0.263
1.13	2.51	2.7	0.58	1.24	4.07	0.243	0.24
1.12	2.12	3.97	0.79	1.34	4.25	0.328	0.314
1.12	3.25	2.05	0.34	1.42	4.12	0.333	0.327
1.09	2.27	5.42	0.95	1.35	4.81	0.272	0.251
1.04	2.58	5.33	0.86	1.44	3.68	0.266	0.245
0.93	2.88	6.05	1.06	1.5	4.33	0.296	0.265
0.92	3.98	5.33	0.57	1.89	4.81	0.313	0.275
0.89	6.55	6.0	0.27	1.63	4.36	0.367	0.313
0.89	6.55	6.0	0.27	1.63	4.36	0.367	0.313
0.89	6.55	6.0	0.27	1.63	4.36	0.367	0.313
0.88	4.85	6.58	0.69	1.43	4.48	0.222	0.194
0.85	4.69	2.97	0.48	1.59	3.69	0.289	0.276
0.83	3.58	3.17	0.5	1.42	3.59	0.234	0.225
0.82	3.88	1.8	0.58	1.82	4.58	0.283	0.284
0.82	3.64	3.14	0.75	1.32	3.18	0.287	0.283
0.82	2.9	2.9	0.84	1.14	3.87	0.344	0.336
0.81	4.32	4.32	0.72	1.48	3.99	0.225	0.214
0.78	5.45	3.32	0.24	1.41	4.58	0.267	0.25
0.77	4.22	3.38	0.63	1.58	4.56	0.302	0.287
0.76	3.2	4.48	0.77	1.5	3.84	0.3	0.278
0.76	3.2	4.48	0.77	1.5	3.84	0.3	0.278
0.76	3.2	4.48	0.77	1.5	3.84	0.3	0.278
0.73	3.91	4.62	0.65	1.54	4.58	0.279	0.255
0.73	4.93	6.62	0.85	1.53	4.75	0.305	0.265
0.72	3.83	2.94	0.89	1.59	4.64	0.28	0.275
0.69	3.03	3.18	0.65	1.45	3.52	0.278	0.267
0.67	4.25	3.5	1.0	1.23	3.93	0.271	0.269
0.66	4.03	5.19	0.73	1.82	4.93	0.317	0.286
0.65	3.4	3.06	0.83	1.49	3.96	0.325	0.315
0.64	4.85	3.03	0.61	1.41	4.65	0.303	0.288
0.61	4.64	2.81	0.98	1.39	3.79	0.249	0.255
0.61	3.89	2.76	0.5	1.55	4.68	0.267	0.258
0.61	3.89	2.76	0.5	1.55	4.68	0.267	0.258
0.61	3.89	2.76	0.5	1.55	4.68	0.267	0.258
0.55	2.3	5.37	0.84	1.48	3.57	0.34	0.309
0.53	3.31	4.59	1.27	1.59	3.38	0.27	0.261
0.52	3.86	4.56	0.82	1.12	3.76	0.288	0.267
0.48	2.59	3.73	1.15	1.56	5.12	0.321	0.315
0.47	4.2	6.13	1.02	1.53	3.87	0.326	0.292
0.44	3.06	2.61	0.9	1.51	3.29	0.316	0.313
0.43	6.09	5.32	0.57	1.46	4.62	0.34	0.3
0.42	3.79	3.43	0.81	1.45	6.16	0.301	0.294
0.42	3.63	4.32	0.88	1.41	3.17	0.281	0.267
0.4	3.42	2.88	0.54	1.66	5.21	0.328	0.315
6.54	1.82	10.46	0.46	1.25	3.17	0.19	0.137
6.09	3.14	9.58	0.58	0.67	1.93	0.261	0.199
4.79	3.12	9.6	0.67	1.08	2.73	0.348	0.273
4.14	1.67	4.06	0.24	1.14	3.61	0.209	0.191
2.95	4.27	10.17	0.43	1.31	3.02	0.312	0.226
2.94	3.51	6.83	0.29	1.39	3.88	0.287	0.237
2.86	2.7	2.4	0.0	1.44	4.51	0.327	0.311
2.77	2.84	6.06	0.66	1.24	3.51	0.31	0.273
2.6	5.12	10.94	0.6	1.14	3.35	0.326	0.235
2.54	4.35	10.36	0.83	1.46	4.59	0.25	0.189
2.54	4.35	10.36	0.83	1.46	4.59	0.25	0.189
2.54	4.35	10.36	0.83	1.46	4.59	0.25	0.189
2.46	2.03	6.08	0.68	1.17	4.0	0.321	0.278
2.38	3.92	5.0	0.23	1.25	3.67	0.26	0.225
2.35	3.71	7.42	0.46	1.04	3.6	0.224	0.184
2.14	3.09	6.97	0.93	1.35	3.32	0.256	0.223
2.13	5.16	6.88	0.34	1.41	4.6	0.284	0.232
1.93	3.73	7.56	0.86	1.44	3.33	0.273	0.232
1.91	5.19	8.31	0.69	1.28	3.49	0.288	0.232
1.91	3.12	5.9	0.69	1.57	4.01	0.304	0.27
1.76	3.46	5.82	0.83	1.43	4.71	0.27	0.243
1.67	4.7	9.54	0.94	0.85	2.78	0.305	0.238
1.67	4.7	9.54	0.94	0.85	2.78	0.305	0.238
1.67	4.7	9.54	0.94	0.85	2.78	0.305	0.238
1.62	3.2	9.15	1.14	1.28	3.89	0.351	0.283
1.61	3.54	6.69	0.75	1.37	4.16	0.246	0.215
1.47	2.68	4.44	0.76	1.57	5.4	0.293	0.272
1.46	4.78	5.6	0.57	1.3	4.9	0.319	0.279
1.42	4.71	5.07	0.36	1.5	4.86	0.341	0.308
1.26	2.95	5.91	0.84	1.4	4.2	0.305	0.272
1.22	4.02	4.14	0.63	1.47	4.33	0.283	0.262
1.21	5.24	8.54	0.8	1.41	3.62	0.307	0.247
1.08	2.55	5.33	1.04	1.69	4.38	0.346	0.319
1.04	3.64	6.28	0.88	1.3	4.01	0.314	0.282
1.04	3.64	6.28	0.88	1.3	4.01	0.314	0.282
1.04	3.64	6.28	0.88	1.3	4.01	0.314	0.282
0.98	3.75	4.75	0.5	1.44	2.73	0.291	0.269
0.98	5.08	4.26	0.41	1.42	3.89	0.295	0.271
0.91	4.15	5.15	0.67	1.49	4.23	0.343	0.308
0.86	3.15	8.1	1.2	1.57	4.25	0.318	0.276
0.84	4.11	5.81	1.12	1.51	5.02	0.287	0.264
0.8	4.63	7.72	1.12	1.73	4.08	0.301	0.256
0.76	3.45	7.73	1.49	1.56	5.39	0.302	0.267
0.75	3.91	5.67	1.17	1.38	4.86	0.299	0.281
0.72	4.87	4.55	0.63	1.44	5.05	0.344	0.311
0.68	3.91	4.82	0.91	1.59	4.84	0.296	0.273
0.68	3.91	4.82	0.91	1.59	4.84	0.296	0.273
0.68	3.91	4.82	0.91	1.59	4.84	0.296	0.273
0.64	2.63	2.81	0.88	1.42	4.39	0.289	0.291
0.62	3.35	3.81	1.09	1.42	4.35	0.318	0.306
0.57	4.85	4.01	0.63	1.46	3.72	0.266	0.247
0.56	3.22	5.36	1.21	1.46	4.63	0.316	0.295
0.52	4.02	7.14	1.34	1.5	3.93	0.252	0.229
0.51	3.67	4.1	1.08	1.6	5.85	0.327	0.316
0.45	3.39	6.41	1.28	1.53	3.27	0.319	0.288
0.44	3.72	3.72	1.24	1.78	4.64	0.306	0.304
0.42	3.87	5.86	1.47	1.58	4.37	0.278	0.263
0.32	4.5	2.89	0.96	1.23	5.41	0.215	0.221
0.32	4.5	2.89	0.96	1.23	5.41	0.215	0.221
0.32	4.5	2.89	0.96	1.23	5.41	0.215	0.221
0.26	3.99	6.75	1.53	1.57	5.04	0.307	0.278
0.18	4.14	4.53	0.79	1.32	5.3	0.305	0.283
0.17	4.66	7.25	1.42	1.4	4.79	0.312	0.278
0.12	2.7	5.13	1.62	1.53	5.37	0.248	0.248
0.11	3.22	6.94	1.73	1.32	5.45	0.267	0.25
0.05	4.42	6.05	1.63	1.73	4.99	0.358	0.329
-0.0	4.69	7.64	1.94	1.79	6.82	0.295	0.272
-0.11	2.12	5.46	2.43	1.62	6.25	0.34	0.336
-0.19	4.47	3.36	1.44	1.95	6.62	0.348	0.343
-0.22	4.77	5.67	2.04	1.81	5.66	0.32	0.315
-0.22	4.77	5.67	2.04	1.81	5.66	0.32	0.315
-0.22	4.77	5.67	2.04	1.81	5.66	0.32	0.315
-0.42	5.28	5.87	2.5	1.76	7.22	0.287	0.295
9.2	2.1	8.74	0.51	1.01	2.9	0.286	0.22
4.83	3.63	7.98	0.36	1.24	3.33	0.295	0.232
4.44	3.5	6.28	0.28	1.17	3.91	0.31	0.259
4.07	3.31	8.8	0.68	1.34	3.37	0.306	0.243
3.85	6.33	9.33	0.0	1.29	3.49	0.342	0.257
2.79	5.43	11.16	0.45	1.17	3.89	0.404	0.292
2.53	4.78	7.07	0.5	1.44	3.85	0.34	0.283
2.17	2.88	5.31	0.66	1.43	4.05	0.272	0.245
2.0	5.19	9.07	0.42	1.61	3.8	0.313	0.238
1.85	3.22	9.41	0.74	1.33	4.61	0.279	0.217
1.85	3.22	9.41	0.74	1.33	4.61	0.279	0.217
1.85	3.22	9.41	0.74	1.33	4.61	0.279	0.217
1.77	3.4	8.31	0.69	1.37	4.16	0.272	0.221
1.74	3.67	6.03	0.52	1.43	4.63	0.317	0.273
1.46	4.42	6.59	0.56	1.33	4.72	0.286	0.246
1.31	3.66	9.11	0.84	1.51	5.16	0.314	0.249
1.3	4.4	5.43	0.44	1.28	4.33	0.281	0.251
1.28	2.15	6.46	0.78	1.53	5.01	0.34	0.295
1.19	4.62	7.11	0.71	1.49	6.69	0.359	0.3
1.14	2.12	7.58	0.91	1.44	4.68	0.315	0.267
1.07	2.6	3.74	0.49	1.39	4.2	0.369	0.343
1.03	5.45	7.39	0.73	1.64	5.42	0.303	0.253
1.03	5.45	7.39	0.73	1.64	5.42	0.303	0.253
1.03	5.45	7.39	0.73	1.64	5.42	0.303	0.253
0.9	5.63	9.63	1.0	1.58	4.67	0.247	0.199
0.87	3.19	6.63	0.74	1.54	4.68	0.332	0.288
0.86	5.52	9.07	0.59	1.65	4.35	0.339	0.26
0.86	4.02	5.14	0.8	1.69	6.35	0.324	0.291
0.77	3.31	6.35	1.06	1.48	5.19	0.323	0.287
0.76	3.68	2.82	0.61	1.55	4.5	0.311	0.305
0.66	4.47	5.89	0.91	1.23	3.84	0.255	0.232
0.65	3.86	4.56	0.7	1.62	6.55	0.349	0.32
0.61	5.13	8.37	0.81	1.57	4.71	0.351	0.286
0.61	5.84	6.26	0.76	1.43	4.01	0.33	0.287
0.61	5.84	6.26	0.76	1.43	4.01	0.33	0.287
0.61	5.84	6.26	0.76	1.43	4.01	0.33	0.287
0.58	5.79	5.79	0.72	1.66	4.97	0.313	0.273
0.5	5.0	6.13	0.88	1.74	3.58	0.289	0.26
0.44	4.4	5.97	1.26	1.7	4.3	0.349	0.321
0.43	5.62	5.94	0.76	1.34	5.27	0.282	0.248
0.42	6.15	8.1	1.2	1.74	4.96	0.265	0.228
0.33	7.71	8.42	0.35	1.65	4.9	0.32	0.25
0.29	4.77	3.18	0.32	1.6	5.78	0.247	0.23
0.26	3.79	7.03	1.24	1.68	5.51	0.339	0.299
0.26	4.5	4.18	0.64	1.28	5.85	0.333	0.308
0.26	5.68	4.42	0.51	1.67	3.56	0.333	0.303
0.26	5.68	4.42	0.51	1.67	3.56	0.333	0.303
0.26	5.68	4.42	0.51	1.67	3.56	0.333	0.303
0.25	3.41	5.79	1.48	1.68	4.81	0.327	0.302
0.24	4.21	5.15	1.25	1.67	5.15	0.305	0.286
0.21	2.96	3.95	1.32	1.41	4.29	0.247	0.25
0.17	6.39	6.39	1.45	1.62	5.64	0.337	0.309
0.04	3.27	8.73	2.18	1.94	5.99	0.319	0.295
0.02	5.36	5.72	1.25	1.83	5.2	0.303	0.286
-0.04	8.23	6.92	0.66	1.81	5.56	0.314	0.271
-0.11	3.97	2.54	1.43	1.98	6.12	0.322	0.327
-0.12	5.06	5.38	1.27	1.86	7.02	0.294	0.278
-0.12	6.26	9.44	1.98	1.72	6.46	0.31	0.267
-0.12	6.26	9.44	1.98	1.72	6.46	0.31	0.267
-0.12	6.26	9.44	1.98	1.72	6.46	0.31	0.267
-0.14	6.45	7.98	1.53	1.71	6.12	0.271	0.241
-0.24	4.98	5.17	1.34	1.52	6.01	0.27	0.259
-0.31	6.59	5.6	1.48	1.81	7.48	0.33	0.315
-0.48	6.55	7.35	1.99	1.95	7.01	0.34	0.313
-0.68	3.25	4.88	2.28	1.75	6.17	0.374	0.373
-0.72	5.8	4.79	1.94	2.05	6.97	0.303	0.304
-0.96	8.26	4.69	1.56	1.96	6.87	0.244	0.247
