WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
1.22	2.13	5.1	1.02	1.31	4.75	0.309	0.287
1.19	6.06	6.16	0.41	1.66	4.18	0.28	0.238
1.19	5.72	5.08	0.0	1.29	2.73	0.253	0.212
1.17	2.45	3.59	1.06	1.34	3.79	0.283	0.279
1.13	1.6	5.59	1.12	1.45	3.96	0.309	0.283
1.1	3.21	3.69	0.71	1.55	4.7	0.237	0.229
1.1	3.62	4.9	0.71	1.31	4.49	0.305	0.28
1.1	3.62	4.9	0.71	1.31	4.49	0.305	0.28
1.1	3.62	4.9	0.71	1.31	4.49	0.305	0.28
1.08	4.75	3.76	0.33	1.46	4.39	0.321	0.294
1.04	4.82	4.38	0.52	1.55	4.85	0.27	0.249
1.03	2.96	3.52	0.94	1.67	4.48	0.266	0.263
1.02	3.01	7.03	1.12	1.63	4.15	0.272	0.24
1.01	4.5	5.36	0.67	1.37	2.51	0.27	0.242
0.98	3.76	5.99	0.94	1.53	5.08	0.307	0.276
0.95	4.13	6.34	0.55	1.35	4.15	0.346	0.298
0.95	4.89	5.48	0.69	1.51	3.37	0.328	0.29
0.93	3.33	4.07	0.67	1.25	2.79	0.286	0.268
0.91	4.89	4.7	0.59	1.21	3.53	0.237	0.222
0.91	4.89	4.7	0.59	1.21	3.53	0.237	0.222
0.91	4.89	4.7	0.59	1.21	3.53	0.237	0.222
0.89	4.6	5.35	0.67	1.36	4.98	0.329	0.295
0.87	2.75	4.85	0.66	1.19	3.95	0.284	0.258
0.86	4.51	3.65	0.61	1.4	4.34	0.274	0.258
0.85	3.94	5.3	0.72	1.57	3.66	0.274	0.247
0.81	2.14	2.94	1.27	1.36	3.83	0.257	0.263
0.81	4.68	2.2	0.28	1.51	4.41	0.226	0.219
0.81	3.99	2.66	0.38	1.53	3.21	0.288	0.28
0.8	4.18	4.11	0.99	1.38	3.87	0.252	0.245
0.79	5.26	4.55	0.5	1.46	3.08	0.268	0.245
0.77	3.81	2.62	0.71	1.43	3.32	0.284	0.281
5.97	1.36	12.37	0.11	1.13	3.06	0.259	0.16
5.75	4.54	11.64	0.23	0.69	0.61	0.281	0.184
5.36	2.23	9.64	0.2	0.9	2.29	0.262	0.188
5.0	3.52	5.64	0.24	1.1	3.25	0.264	0.224
4.24	0.97	3.5	0.19	1.24	4.03	0.255	0.234
3.88	2.5	7.65	0.52	1.3	3.11	0.288	0.233
3.22	3.46	8.5	0.47	1.35	3.89	0.321	0.249
3.14	2.14	6.43	0.64	1.52	3.73	0.268	0.231
2.84	3.02	6.54	0.67	1.11	2.21	0.287	0.249
2.79	1.99	4.55	0.47	1.25	3.5	0.332	0.301
2.79	1.99	4.55	0.47	1.25	3.5	0.332	0.301
2.79	1.99	4.55	0.47	1.25	3.5	0.332	0.301
2.72	2.62	6.56	0.44	1.4	4.04	0.283	0.238
2.62	2.35	8.34	0.88	1.32	3.33	0.28	0.229
2.46	3.58	6.92	0.58	1.42	3.45	0.297	0.249
2.43	4.0	8.5	0.5	1.59	3.97	0.316	0.246
2.34	3.03	5.46	0.61	1.15	3.25	0.261	0.232
2.2	3.84	7.68	0.47	1.38	4.06	0.318	0.259
2.19	3.59	8.92	0.7	1.49	4.43	0.338	0.265
2.12	2.67	6.04	0.47	1.38	3.41	0.337	0.29
2.03	3.24	5.72	0.59	1.38	3.39	0.277	0.245
1.83	4.1	7.18	0.57	1.49	4.01	0.32	0.269
1.83	4.1	7.18	0.57	1.49	4.01	0.32	0.269
1.83	4.1	7.18	0.57	1.49	4.01	0.32	0.269
1.82	4.78	5.91	0.28	1.28	3.62	0.314	0.268
1.66	4.08	5.52	0.48	1.58	4.72	0.265	0.232
1.62	2.98	7.09	0.69	1.42	3.53	0.342	0.288
1.62	3.77	6.52	0.75	1.31	4.07	0.33	0.286
1.58	2.16	5.4	1.08	1.6	4.5	0.281	0.263
1.57	2.91	5.13	0.85	1.63	4.84	0.282	0.26
1.53	4.0	7.04	0.85	1.36	4.77	0.28	0.241
1.45	4.25	7.03	0.37	1.3	3.23	0.299	0.244
1.43	4.53	6.5	0.54	1.36	3.92	0.327	0.279
1.42	3.04	5.74	0.68	1.4	3.23	0.322	0.289
1.42	3.04	5.74	0.68	1.4	3.23	0.322	0.289
1.42	3.04	5.74	0.68	1.4	3.23	0.322	0.289
1.32	2.46	7.36	1.32	1.17	2.81	0.275	0.247
1.31	4.03	8.52	0.9	1.25	4.03	0.333	0.274
1.23	3.93	7.47	0.79	1.22	3.98	0.269	0.227
1.21	2.95	7.64	1.08	1.51	4.3	0.284	0.243
1.19	3.75	6.24	0.7	1.59	4.95	0.297	0.262
1.13	2.72	5.16	0.73	1.12	3.15	0.299	0.273
1.03	3.22	5.64	0.81	1.38	4.72	0.28	0.255
1.0	5.32	6.1	0.39	1.64	4.7	0.31	0.26
0.94	3.2	4.79	1.12	0.99	2.92	0.238	0.231
0.91	3.09	4.36	1.0	1.59	5.39	0.297	0.286
0.91	3.09	4.36	1.0	1.59	5.39	0.297	0.286
0.91	3.09	4.36	1.0	1.59	5.39	0.297	0.286
0.89	4.99	6.58	0.8	1.52	4.5	0.295	0.255
0.88	5.13	6.48	0.41	1.4	3.64	0.297	0.251
0.83	5.27	6.44	0.84	1.21	4.32	0.305	0.269
0.78	6.06	5.89	0.66	1.51	4.58	0.256	0.226
0.75	4.26	6.29	1.02	1.18	3.38	0.323	0.289
0.74	6.05	6.44	0.93	1.42	4.37	0.283	0.25
0.67	2.93	5.27	1.2	1.65	4.91	0.295	0.278
0.64	5.29	7.24	0.97	1.33	3.34	0.246	0.217
0.53	3.38	5.06	0.84	1.56	3.61	0.353	0.322
0.53	5.36	7.14	1.04	1.31	5.44	0.314	0.271
0.53	5.36	7.14	1.04	1.31	5.44	0.314	0.271
0.53	5.36	7.14	1.04	1.31	5.44	0.314	0.271
0.51	4.02	5.65	1.13	1.83	6.08	0.317	0.293
0.49	4.32	5.04	0.99	1.29	3.82	0.315	0.291
0.45	5.03	5.58	1.2	1.4	5.85	0.317	0.294
0.37	1.95	4.14	1.46	1.84	5.38	0.293	0.292
0.36	7.67	10.52	1.14	1.46	3.97	0.293	0.226
0.3	5.23	6.62	1.39	1.73	4.97	0.329	0.295
0.29	4.82	5.55	1.21	1.67	5.16	0.308	0.285
0.22	6.82	7.91	1.09	1.35	5.0	0.258	0.223
0.2	5.1	4.89	1.06	1.63	5.29	0.343	0.318
0.14	5.43	4.78	1.03	1.28	3.78	0.277	0.269
0.14	5.43	4.78	1.03	1.28	3.78	0.277	0.269
0.14	5.43	4.78	1.03	1.28	3.78	0.277	0.269
0.1	5.65	6.63	1.23	1.58	5.33	0.225	0.208
0.06	4.38	4.38	1.59	1.59	6.48	0.236	0.245
-0.04	4.6	5.46	1.44	1.76	4.82	0.324	0.302
-0.04	7.63	6.16	1.17	1.76	5.29	0.28	0.256
-0.1	6.24	6.09	1.72	1.67	6.36	0.268	0.259
-0.26	6.33	7.33	2.0	1.76	5.89	0.25	0.242
4.59	3.45	6.28	0.0	1.33	3.85	0.337	0.277
3.8	3.0	7.0	0.0	1.41	4.97	0.357	0.287
3.48	3.21	8.38	0.45	1.58	4.67	0.317	0.249
3.41	4.02	10.42	0.38	1.1	3.33	0.297	0.213
2.98	2.71	9.14	0.86	1.3	3.23	0.271	0.217
2.73	2.54	12.07	1.27	1.2	3.31	0.343	0.252
2.36	4.46	7.08	0.26	1.13	3.44	0.287	0.231
2.2	2.67	6.78	0.41	1.46	5.8	0.277	0.232
2.05	3.72	10.86	0.93	1.47	4.89	0.376	0.277
1.88	5.35	8.82	0.0	1.57	5.05	0.32	0.242
1.88	5.35	8.82	0.0	1.57	5.05	0.32	0.242
1.88	5.35	8.82	0.0	1.57	5.05	0.32	0.242
1.52	2.62	8.64	1.14	1.59	4.72	0.319	0.264
1.46	3.0	9.0	0.32	1.59	4.4	0.391	0.301
1.37	3.86	5.67	0.68	1.64	5.44	0.3	0.267
1.32	4.66	7.39	0.8	1.52	4.31	0.319	0.267
1.32	3.97	7.16	0.99	1.44	3.06	0.333	0.287
1.31	4.04	8.01	0.53	1.46	4.67	0.34	0.273
1.22	4.13	8.17	0.66	1.6	4.84	0.361	0.291
1.17	4.39	10.13	1.01	1.49	4.36	0.324	0.25
1.13	3.33	4.07	0.56	1.55	5.22	0.321	0.297
1.1	3.92	7.62	1.26	1.7	6.0	0.312	0.27
1.1	3.92	7.62	1.26	1.7	6.0	0.312	0.27
1.1	3.92	7.62	1.26	1.7	6.0	0.312	0.27
1.04	4.54	5.98	0.89	1.48	4.54	0.319	0.285
1.03	5.14	4.5	0.0	1.48	3.51	0.363	0.322
1.01	4.09	8.27	1.0	1.48	4.79	0.346	0.288
0.97	3.5	5.03	0.98	1.27	5.54	0.348	0.321
0.93	6.63	6.63	0.5	1.41	4.27	0.311	0.265
0.85	5.11	7.77	0.61	1.31	3.4	0.301	0.248
0.75	3.86	6.53	1.19	1.47	3.05	0.326	0.292
0.72	4.61	7.01	0.85	1.55	3.53	0.344	0.294
0.7	3.96	5.45	0.74	1.48	4.34	0.355	0.319
0.63	3.75	6.9	1.33	1.27	3.39	0.306	0.273
0.63	3.75	6.9	1.33	1.27	3.39	0.306	0.273
0.63	3.75	6.9	1.33	1.27	3.39	0.306	0.273
0.62	3.92	7.56	0.92	1.56	5.11	0.314	0.264
0.6	6.75	11.15	1.1	1.62	5.11	0.305	0.226
0.55	5.3	6.41	0.75	1.52	4.84	0.313	0.271
0.54	4.61	4.61	0.66	1.57	4.98	0.333	0.3
0.52	3.83	5.75	0.7	1.34	5.21	0.331	0.297
0.44	4.44	3.91	0.71	1.9	6.19	0.319	0.303
0.43	3.35	8.48	1.34	1.89	4.68	0.347	0.293
0.38	6.44	5.9	0.89	1.53	3.86	0.31	0.279
0.34	3.83	5.7	0.98	1.77	5.36	0.333	0.302
0.34	2.21	4.42	0.98	1.46	4.47	0.295	0.284
0.34	2.21	4.42	0.98	1.46	4.47	0.295	0.284
0.34	2.21	4.42	0.98	1.46	4.47	0.295	0.284
0.29	5.4	4.2	0.6	1.74	5.68	0.295	0.271
0.25	6.81	5.71	0.66	1.71	4.87	0.372	0.327
0.24	5.9	9.62	1.4	1.61	5.08	0.353	0.292
0.15	3.83	6.13	0.96	1.59	5.09	0.365	0.325
0.12	7.69	7.1	0.79	1.51	5.54	0.307	0.259
0.1	3.89	4.86	0.97	1.66	6.26	0.37	0.348
0.07	4.36	5.19	1.27	1.63	5.53	0.315	0.296
0.06	4.11	7.44	1.57	1.77	5.17	0.331	0.292
0.04	5.12	5.01	0.98	2.0	5.27	0.208	0.201
-0.01	4.21	7.18	1.41	1.71	4.76	0.309	0.277
-0.01	4.21	7.18	1.41	1.71	4.76	0.309	0.277
-0.01	4.21	7.18	1.41	1.71	4.76	0.309	0.277
-0.08	5.74	4.71	0.86	1.65	4.76	0.315	0.291
-0.08	2.41	5.65	1.59	1.84	5.42	0.313	0.298
-0.11	4.73	6.25	1.45	1.77	5.35	0.328	0.3
-0.2	6.19	6.75	1.69	1.76	5.3	0.35	0.319
-0.49	6.13	7.28	1.15	1.67	5.21	0.301	0.266
-0.5	6.67	8.19	1.82	1.94	7.06	0.433	0.372
-0.65	7.15	6.88	1.06	2.19	9.76	0.347	0.302
-0.74	6.86	7.71	3.64	2.36	6.48	0.341	0.339
