WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
0.62	5.62	8.7	1.27	1.41	4.66	0.26	0.222
0.5	4.04	5.13	0.96	1.6	5.49	0.286	0.268
0.41	4.18	2.66	0.63	1.25	4.46	0.284	0.28
0.38	3.56	5.58	1.33	1.51	5.07	0.286	0.269
0.35	5.15	6.28	1.26	1.45	4.32	0.348	0.313
0.35	5.63	4.28	0.68	1.67	5.52	0.297	0.279
0.23	5.79	3.63	0.69	1.56	5.92	0.265	0.254
0.22	5.05	7.38	1.55	1.77	5.85	0.307	0.276
0.22	5.05	7.38	1.55	1.77	5.85	0.307	0.276
0.22	5.05	7.38	1.55	1.77	5.85	0.307	0.276
0.22	6.06	3.83	0.85	1.65	5.22	0.28	0.271
0.19	4.17	6.35	1.79	1.71	6.12	0.35	0.324
0.08	4.19	6.49	1.88	1.64	5.51	0.29	0.28
-0.18	6.11	7.71	1.61	1.78	6.88	0.304	0.269
-0.25	4.22	4.64	1.9	1.69	6.35	0.307	0.31
-0.43	4.03	6.52	2.33	1.57	6.42	0.283	0.281
-0.51	4.54	8.6	2.63	1.81	5.19	0.33	0.304
-0.65	5.73	4.91	3.0	2.0	8.53	0.33	0.349
1.56	3.89	9.38	0.0	1.1	3.72	0.271	0.191
1.54	3.13	5.12	0.0	1.43	5.25	0.181	0.15
1.52	2.86	7.01	0.52	1.09	2.47	0.267	0.224
1.11	5.77	6.23	0.46	0.82	3.2	0.338	0.296
0.99	4.1	7.86	0.68	1.58	5.8	0.306	0.253
0.73	6.64	6.75	0.87	1.68	5.79	0.273	0.237
0.72	3.39	6.2	0.89	1.52	5.3	0.388	0.346
0.69	4.85	8.78	1.18	1.57	5.36	0.291	0.239
0.62	4.81	8.82	1.07	1.62	5.09	0.337	0.274
0.6	2.14	4.0	1.43	1.37	4.58	0.311	0.305
0.6	2.14	4.0	1.43	1.37	4.58	0.311	0.305
0.6	2.14	4.0	1.43	1.37	4.58	0.311	0.305
0.54	4.13	6.6	1.42	1.51	5.27	0.301	0.277
0.48	5.97	7.4	1.17	1.8	5.7	0.3	0.258
0.28	4.04	5.32	0.85	1.86	6.07	0.305	0.281
0.23	4.04	6.21	1.3	1.77	5.81	0.364	0.329
0.15	3.82	7.64	1.78	1.27	5.75	0.232	0.221
0.08	6.52	8.53	1.09	1.56	5.43	0.4	0.333
-0.17	7.88	8.89	1.35	1.85	4.32	0.265	0.225
-0.32	5.46	7.39	1.62	1.84	5.12	0.279	0.256
-0.4	4.5	7.02	1.35	1.63	5.25	0.365	0.319
-0.7	5.13	3.42	1.03	2.28	7.58	0.337	0.327
-0.7	5.13	3.42	1.03	2.28	7.58	0.337	0.327
-0.7	5.13	3.42	1.03	2.28	7.58	0.337	0.327
-1.07	7.91	6.36	1.86	2.09	5.77	0.359	0.333
