164.57	194.75	안타
228.47	314.75	아웃
236.28	314.75	아웃
204.33	236	아웃
152.5	173	안타
359.11	136.25	안타
182.32	248	아웃
169.54000000000002	179	안타
211.43	125	아웃
290.95	180.5	안타
201.49	245.75	안타
243.38	113	아웃
223.5	314.75	아웃
186.58	256.25	아웃
199.36	230.75	아웃
300.18	77	안타
234.86	98	아웃
202.91	161.75	안타
256.87	219.5	아웃
219.24	114.5	아웃
263.26	259.25	아웃
269.65	314.75	아웃
246.93	219.5	아웃
167.41	212.75	안타
299.47	218.75	아웃
249.77	90.5	안타
180.9	245.75	아웃
190.13	269.75	안타
219.24	178.25	안타
247.64	215	아웃
178.77	187.25	안타
249.06	231.5	아웃
323.61	137	아웃
276.75	215.75	아웃
225.63	158.75	아웃
204.33	227.75	아웃
187.29	272	아웃
250.48	109.25	아웃
275.33000000000004	278	아웃
246.22	237.5	아웃
153.92000000000002	190.25	안타
128.36	129.5	아웃
156.05	182.75	안타
134.04000000000002	192.5	아웃
244.8	314.75	아웃
252.61	233.75	안타
81.5	154.25	안타
166.7	188.75	안타
245.51	314.75	아웃
138.3	209	안타
193.68	231.5	아웃
229.18	314.75	아웃
235.57	314.75	아웃
210.72	227	안타
191.55	262.25	아웃
241.96	314.75	아웃
195.81	229.25	아웃
212.85	133.25	아웃
126.23	146	안타
241.96	314.75	아웃
259.71000000000004	176.75	안타
223.5	155.75	안타
244.09	219.5	아웃
247.64	160.25	안타
143.26999999999998	71	안타
262.55	253.25	아웃
228.47	314.75	아웃
233.44	224	아웃
276.75	187.25	안타
333.55	185.75	안타
205.04	230.75	아웃
248.35	314.75	아웃
165.28	161.75	아웃
200.07	225.5	아웃
257.58000000000004	233	안타
297.34000000000003	176.75	안타
140.43	176	아웃
187.29	265.25	아웃
151.07999999999998	170.75	아웃
210.01	211.25	아웃
240.54	167.75	아웃
160.31	194.75	안타
251.19	159.5	안타
192.26	260	안타
229.18	314.75	아웃
242.67	110.75	아웃
300.89	161	안타
229.18	314.75	아웃
90.02000000000001	155	안타
241.25	314.75	아웃
289.53	182	안타
227.76	314.75	아웃
190.84	236.75	아웃
254.74	228.5	아웃
298.05	189.5	안타
208.59	290.75	안타
312.25	128.75	아웃
240.54	314.75	아웃
241.25	113	아웃
188	257.75	아웃
170.25	189.5	안타
179.48	256.25	아웃
203.62	240.5	아웃
229.18	314.75	아웃
208.59	244.25	아웃
224.92	274.25	아웃
263.26	231.5	아웃
242.67	227.75	안타
164.57	202.25	안타
229.18	152	아웃
194.39	258.5	안타
99.25	155.75	안타
234.86	314.75	아웃
99.96000000000001	68.75	홈런
213.56	220.25	아웃
308.7	256.25	아웃
132.62	109.25	아웃
304.44	113.75	안타
245.51	264.5	아웃
230.6	314.75	아웃
236.99	314.75	아웃
250.48	233.75	아웃
190.13	253.25	아웃
234.86	227.75	아웃
223.5	119	아웃
198.65	224	아웃
235.57	314.75	아웃
241.96	314.75	아웃
222.08	314.75	아웃
194.39	230	아웃
250.48	231.5	아웃
281.01	194	안타
342.07	212	아웃
239.12	314.75	아웃
344.91	173	안타
271.07	78.5	아웃
141.85	152.75	아웃
251.9	161	안타
249.06	241.25	아웃
252.61	152	아웃
342.07	158.75	안타
295.91999999999996	124.25	아웃
232.73	94.25	아웃
196.52	229.25	안타
183.03	244.25	아웃
180.19	172.25	안타
276.03999999999996	173.75	안타
161.01999999999998	95	아웃
322.19	144.5	아웃
285.27	162.5	안타
213.56	235.25	아웃
202.2	279.5	안타
188.71	242.75	안타
290.95	231.5	아웃
183.74	253.25	아웃
332.84	155	안타
265.39	222.5	아웃
305.86	168.5	아웃
259	223.25	아웃
293.78999999999996	128	안타
194.39	273.5	안타
186.58	257	아웃
257.58000000000004	155.75	안타
210.72	218	아웃
224.92	314.75	아웃
365.5	83.75	홈런
317.22	168.5	아웃
183.74	252.5	안타
226.34	80	아웃
230.6	314.75	아웃
239.12	209.75	아웃
222.08	314.75	아웃
229.18	271.25	아웃
239.12	314.75	아웃
106.35	56	홈런
113.45	122	아웃
361.24	136.25	안타
265.39	110	아웃
235.57	120.5	아웃
324.32	149.75	아웃
233.44	149.75	안타
200.78	227.75	아웃
187.29	255.5	아웃
166.7	168.5	안타
241.25	314.75	아웃
226.34	148.25	안타
239.83	214.25	아웃
71.56	145.25	안타
236.28	314.75	아웃
276.03999999999996	111.5	아웃
138.3	160.25	안타
253.32	214.25	아웃
224.92	284.75	아웃
251.9	228.5	아웃
330.71	155	아웃
200.78	225.5	아웃
295.91999999999996	167	안타
335.68	152	아웃
174.51	185	안타
229.18	264.5	아웃
159.6	176	안타
188	252.5	아웃
236.99	257	아웃
196.52	237.5	아웃
208.59	110.75	아웃
267.52	135.5	안타
225.63	266.75	아웃
195.81	224	안타
180.9	250.25	아웃
334.97	143	아웃
265.39	164	안타
141.14	158	안타
205.75	239.75	안타
292.37	119.75	안타
239.12	314.75	아웃
194.39	237.5	안타
193.68	266.75	아웃
156.76	215	안타
172.38	248	안타
321.48	57.5	홈런
224.21	314.75	아웃
155.34	72.5	안타
199.36	269.75	아웃
244.09	131.75	아웃
224.92	291.5	아웃
168.12	280.25	아웃
192.97	92	아웃
189.42	215.75	안타
327.16	290	아웃
211.43	116.75	아웃
119.84	147.5	아웃
136.88	174.5	안타
175.22	254	아웃
197.23	228.5	아웃
178.77	247.25	아웃
245.51	181.25	안타
280.3	128	아웃
240.54	199.25	아웃
218.53	176	안타
224.92	314.75	아웃
235.57	314.75	아웃
241.96	314.75	아웃
354.85	117.5	안타
230.6	314.75	아웃
179.48	248.75	아웃
146.11	278	아웃
202.91	266	안타
229.18	314.75	아웃
128.36	58.25	홈런
199.36	228.5	아웃
180.9	259.25	안타
263.97	234.5	안타
185.87	197.75	안타
237.7	152.75	안타
218.53	136.25	안타
253.32	124.25	아웃
222.79	50.75	홈런
298.05	173.75	안타
240.54	218	아웃
236.28	210.5	안타
75.82	140.75	안타
153.20999999999998	182.75	안타
205.04	235.25	아웃
196.52	260	아웃
224.21	314.75	아웃
239.12	249.5	아웃
243.38	247.25	아웃
188.71	266.75	아웃
222.79	110	아웃
207.88	248.75	아웃
234.86	314.75	아웃
192.26	269.75	안타
229.89	314.75	아웃
217.82	271.25	안타
228.47	284	아웃
221.37	242	아웃
189.42	268.25	아웃
193.68	267.5	안타
196.52	266	아웃
230.6	147.5	안타
204.33	253.25	아웃
202.91	226.25	아웃
220.66	155	안타
201.49	214.25	아웃
294.5	182	안타
173.8	209	안타
262.55	161	안타
200.78	233	아웃
175.93	280.25	아웃
