WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
1.74	4.55	6.18	0.33	1.3	4.91	0.316	0.263
1.67	4.36	5.21	0.61	1.35	3.97	0.295	0.263
1.66	3.47	6.18	0.66	1.28	3.5	0.263	0.231
1.55	2.13	5.1	0.64	1.22	3.86	0.379	0.342
1.55	2.88	4.7	0.76	1.54	3.86	0.305	0.284
1.54	5.48	5.76	0.41	1.36	3.57	0.287	0.246
1.54	5.48	5.76	0.41	1.36	3.57	0.287	0.246
1.54	5.48	5.76	0.41	1.36	3.57	0.287	0.246
1.48	2.24	3.55	0.54	1.5	4.5	0.239	0.226
1.46	4.26	1.85	0.43	1.25	2.82	0.279	0.276
1.44	3.77	2.2	0.63	1.36	3.92	0.239	0.24
1.44	3.42	3.08	0.34	1.45	4.38	0.406	0.383
1.44	2.12	2.77	0.58	1.15	4.34	0.278	0.268
1.39	1.66	4.03	1.08	1.45	3.58	0.263	0.256
1.38	3.83	4.57	0.49	1.47	4.32	0.269	0.244
1.34	2.55	4.96	0.76	1.37	3.66	0.329	0.299
1.33	3.91	2.41	0.5	1.25	3.0	0.279	0.273
1.32	4.53	3.89	0.58	1.3	4.02	0.282	0.264
1.32	4.53	3.89	0.58	1.3	4.02	0.282	0.264
1.32	4.53	3.89	0.58	1.3	4.02	0.282	0.264
1.32	2.47	4.59	0.75	1.32	3.14	0.256	0.24
1.24	2.59	4.13	0.59	1.27	2.85	0.279	0.257
1.22	4.31	5.38	0.69	1.54	4.82	0.309	0.276
1.21	3.11	4.32	1.0	1.45	3.64	0.294	0.28
1.18	2.87	3.58	0.48	1.47	3.33	0.302	0.285
1.14	2.8	3.54	0.59	1.49	3.71	0.308	0.291
1.12	3.23	3.34	0.65	1.22	4.16	0.278	0.268
1.07	3.41	6.0	0.89	0.96	2.77	0.296	0.263
1.04	3.61	4.61	0.61	1.47	5.35	0.297	0.27
1.01	4.41	3.22	0.63	1.36	3.3	0.251	0.244
1.01	4.41	3.22	0.63	1.36	3.3	0.251	0.244
1.01	4.41	3.22	0.63	1.36	3.3	0.251	0.244
1.0	3.35	3.23	0.76	1.14	3.06	0.241	0.237
0.98	5.19	5.82	0.62	1.61	5.51	0.336	0.303
0.95	3.14	5.43	0.86	1.31	3.62	0.294	0.266
0.93	2.3	4.76	0.92	1.5	3.02	0.287	0.27
0.87	2.57	2.72	0.68	1.51	3.27	0.3	0.293
0.84	6.15	3.59	0.51	1.31	4.41	0.309	0.288
0.84	3.66	3.8	0.84	1.46	4.79	0.231	0.225
0.78	3.83	4.23	0.81	1.44	3.91	0.278	0.265
0.77	2.97	4.91	0.65	1.45	4.45	0.272	0.248
0.77	2.51	5.53	1.07	1.41	3.51	0.277	0.256
5.57	2.0	9.86	0.57	1.21	3.38	0.279	0.207
5.23	2.64	6.72	0.0	1.3	3.2	0.307	0.245
5.04	3.54	9.64	0.32	1.19	4.06	0.267	0.194
4.23	2.38	9.65	0.84	1.25	4.57	0.226	0.179
4.16	2.33	8.71	0.61	1.14	2.94	0.32	0.254
4.12	2.17	7.61	0.74	1.08	3.06	0.295	0.245
3.93	4.17	8.88	0.18	1.26	3.38	0.293	0.218
3.87	4.07	7.68	0.45	1.19	2.46	0.351	0.284
3.19	2.35	7.13	0.54	0.9	2.65	0.272	0.227
3.19	3.34	8.03	0.63	1.4	4.11	0.337	0.273
3.19	3.34	8.03	0.63	1.4	4.11	0.337	0.273
3.19	3.34	8.03	0.63	1.4	4.11	0.337	0.273
3.08	2.91	8.73	0.65	1.17	3.45	0.348	0.277
2.79	3.3	8.19	0.58	0.97	2.41	0.311	0.25
2.57	2.3	5.46	0.29	1.07	2.46	0.366	0.318
2.44	3.61	7.91	0.52	1.36	4.84	0.318	0.256
2.44	2.9	5.18	0.49	1.29	4.39	0.285	0.255
2.37	6.68	10.16	0.29	1.25	4.03	0.282	0.196
2.34	3.07	6.78	0.48	1.24	3.84	0.287	0.24
2.07	3.0	6.0	0.71	1.22	3.69	0.206	0.185
1.96	3.73	7.56	0.67	1.43	3.06	0.26	0.217
1.91	3.62	8.27	0.65	1.36	3.49	0.321	0.256
1.91	3.62	8.27	0.65	1.36	3.49	0.321	0.256
1.91	3.62	8.27	0.65	1.36	3.49	0.321	0.256
1.88	2.12	3.71	0.27	1.54	4.33	0.313	0.287
1.88	4.15	6.99	0.38	1.23	2.73	0.262	0.216
1.81	2.7	5.67	0.54	1.22	3.59	0.29	0.254
1.71	3.08	3.97	0.57	1.35	4.52	0.261	0.244
1.7	2.39	5.81	0.68	1.14	3.96	0.356	0.312
1.61	5.75	6.89	0.46	0.98	3.45	0.366	0.311
1.6	3.04	7.14	0.74	1.51	4.52	0.274	0.235
1.54	2.09	5.71	0.7	1.21	2.95	0.278	0.246
1.47	2.09	6.0	1.09	1.48	2.97	0.293	0.265
1.23	2.98	7.08	0.93	1.4	3.13	0.273	0.238
1.23	2.98	7.08	0.93	1.4	3.13	0.273	0.238
1.23	2.98	7.08	0.93	1.4	3.13	0.273	0.238
1.13	2.84	6.04	0.83	1.54	4.7	0.272	0.242
1.13	3.66	5.9	0.83	1.22	4.05	0.285	0.257
1.11	5.84	8.31	0.65	1.47	4.44	0.279	0.227
1.02	2.81	5.62	1.08	1.29	3.67	0.269	0.252
1.01	3.98	5.85	0.75	1.84	3.8	0.32	0.285
0.95	3.32	4.26	0.95	1.72	4.74	0.379	0.358
0.88	3.88	6.62	0.97	1.38	3.37	0.269	0.24
0.82	4.9	6.95	0.79	1.63	4.95	0.276	0.242
0.82	2.75	5.76	1.2	1.35	4.91	0.291	0.27
0.8	3.78	5.33	0.87	1.45	5.47	0.311	0.282
0.8	3.78	5.33	0.87	1.45	5.47	0.311	0.282
0.8	3.78	5.33	0.87	1.45	5.47	0.311	0.282
0.63	3.02	6.63	1.22	1.49	4.2	0.266	0.243
0.58	4.87	6.14	0.85	1.22	5.24	0.303	0.268
0.48	4.2	6.35	0.89	1.27	4.3	0.355	0.311
0.45	4.63	6.71	1.12	1.42	5.27	0.335	0.299
0.4	3.45	3.72	1.13	1.6	3.26	0.292	0.286
0.4	5.37	6.06	0.87	1.32	3.5	0.299	0.264
0.39	3.19	4.84	1.05	1.42	3.38	0.285	0.268
0.35	2.65	6.66	1.46	1.47	4.79	0.306	0.278
0.31	4.62	6.62	1.13	1.69	4.78	0.322	0.285
0.31	2.84	3.13	1.47	1.56	3.72	0.322	0.324
0.31	2.84	3.13	1.47	1.56	3.72	0.322	0.324
0.31	2.84	3.13	1.47	1.56	3.72	0.322	0.324
0.28	2.67	5.64	1.48	1.6	4.81	0.258	0.25
0.18	4.83	8.12	1.54	1.61	6.11	0.266	0.242
0.13	5.96	3.51	0.7	1.71	5.33	0.294	0.281
0.12	2.86	3.91	1.34	1.61	5.16	0.292	0.29
-0.08	4.32	9.94	2.38	1.92	4.36	0.345	0.298
-0.35	3.09	4.64	1.69	1.86	7.17	0.318	0.312
-0.48	3.68	6.14	2.7	1.7	5.88	0.353	0.349
6.62	2.42	14.1	0.6	1.05	2.75	0.426	0.266
6.54	2.27	10.35	0.59	1.09	2.4	0.321	0.232
4.68	2.3	9.3	0.52	1.22	3.38	0.297	0.223
4.17	3.67	6.82	0.0	1.37	4.37	0.376	0.308
3.24	1.7	5.84	0.12	1.22	3.36	0.264	0.219
2.99	3.88	9.79	0.62	0.99	3.08	0.289	0.217
2.74	3.24	9.18	0.88	1.35	3.98	0.292	0.232
2.68	2.77	6.27	0.55	1.24	3.6	0.295	0.254
2.66	5.61	8.77	0.35	1.36	4.18	0.329	0.255
2.36	2.82	8.29	0.53	1.38	5.11	0.356	0.281
2.36	2.82	8.29	0.53	1.38	5.11	0.356	0.281
2.36	2.82	8.29	0.53	1.38	5.11	0.356	0.281
2.35	5.06	10.13	0.38	1.43	5.01	0.269	0.193
2.3	4.59	11.08	0.64	1.43	4.36	0.378	0.271
2.06	3.74	7.53	0.72	1.54	3.86	0.302	0.25
1.88	4.13	6.35	0.32	1.47	4.61	0.306	0.265
1.7	4.31	5.34	0.51	1.53	4.08	0.316	0.28
1.43	3.7	8.17	0.86	1.41	3.84	0.317	0.259
1.3	2.86	6.55	0.61	1.37	6.18	0.354	0.299
1.2	2.97	3.78	0.54	1.19	4.32	0.278	0.263
1.2	2.98	5.56	0.79	1.31	4.35	0.263	0.238
1.09	3.19	7.26	1.02	1.71	6.17	0.294	0.253
1.09	3.19	7.26	1.02	1.71	6.17	0.294	0.253
1.09	3.19	7.26	1.02	1.71	6.17	0.294	0.253
1.08	4.65	6.39	0.58	1.41	5.14	0.304	0.259
1.02	3.78	6.92	0.94	1.3	2.09	0.301	0.261
0.99	2.95	6.21	1.03	1.21	3.85	0.301	0.269
0.95	5.21	6.69	0.67	1.76	4.39	0.36	0.306
0.95	3.04	9.91	0.96	1.32	4.21	0.367	0.285
0.89	6.28	7.45	0.7	1.49	5.8	0.368	0.308
0.8	4.6	6.9	0.81	1.48	5.82	0.3	0.259
0.69	6.2	6.2	0.44	1.66	6.33	0.324	0.281
0.65	2.86	6.29	1.43	1.72	5.35	0.332	0.302
0.59	2.99	7.05	1.5	1.48	4.35	0.317	0.283
0.59	2.99	7.05	1.5	1.48	4.35	0.317	0.283
0.59	2.99	7.05	1.5	1.48	4.35	0.317	0.283
0.56	3.0	5.4	1.2	1.64	3.74	0.32	0.296
0.55	3.2	6.4	1.42	1.43	4.21	0.346	0.314
0.5	4.18	8.35	1.22	1.58	6.41	0.289	0.244
0.48	2.89	6.91	1.26	1.41	3.98	0.313	0.282
0.47	5.16	5.59	1.18	1.49	4.52	0.285	0.264
0.4	4.09	7.18	1.36	1.5	6.77	0.348	0.305
0.38	4.91	8.9	1.53	1.72	4.63	0.385	0.32
0.34	5.02	7.89	1.2	1.57	5.02	0.339	0.292
0.25	5.21	6.89	1.12	1.97	4.56	0.279	0.247
0.17	5.86	6.43	1.0	2.23	7.11	0.249	0.223
0.17	5.86	6.43	1.0	2.23	7.11	0.249	0.223
0.17	5.86	6.43	1.0	2.23	7.11	0.249	0.223
0.16	6.24	7.76	1.52	1.6	2.99	0.368	0.318
0.13	5.05	6.37	1.1	1.51	4.91	0.328	0.289
0.11	4.34	5.62	1.28	1.62	5.05	0.336	0.312
0.11	7.41	6.35	1.06	1.64	6.42	0.365	0.323
0.04	4.62	3.72	1.03	1.68	5.87	0.322	0.311
-0.06	2.88	5.57	2.18	2.07	7.21	0.265	0.27
-0.1	6.28	7.22	1.16	2.01	5.85	0.432	0.371
-0.16	5.85	6.69	1.09	1.77	6.42	0.304	0.27
-0.22	4.12	3.98	1.28	2.09	6.13	0.295	0.291
-0.24	6.0	5.1	0.9	1.75	5.76	0.313	0.285
-0.24	6.0	5.1	0.9	1.75	5.76	0.313	0.285
-0.24	6.0	5.1	0.9	1.75	5.76	0.313	0.285
-0.43	5.26	3.16	1.05	1.92	6.66	0.267	0.267
-0.43	8.63	4.45	0.84	1.57	5.33	0.283	0.267
-0.53	3.0	2.75	1.75	2.22	6.2	0.28	0.294
-0.56	9.48	4.31	0.57	1.74	6.0	0.347	0.316
-0.58	6.81	3.4	1.25	1.9	7.41	0.332	0.331
-0.6	2.79	6.21	2.79	1.91	5.7	0.378	0.368
